student_preference,lecturer_topics,match
I am looking to enhance my skills in Networking Principles.,"['Statistics education', 'Research Project', 'Dynamic Simulation']",0
I am passionate about Engineering design and want to explore more in this field.,"['Mixed Reality', 'STEM Education', 'Engineering design']",1
I am fascino collaborate on research in Cyber-Physical Systems.,"['AI in Telecommunications', 'Image and Signal Processing', 'Cyber-Physical Systems']",1
I want to gain hands-on experience in Introduction to Statistic.,"['Wireless propagation and channel modelling', 'Hydrological Cycle Analysis', 'Thermochemical Treatment']",0
I am passionate about Modern Physics and want to explore more in this field.,"['Energy efficiency', 'Separation Processes', 'Wireless Networks / WSNs']",0
I am passionate about Psychology and Cybersecurity and want to explore more in this field.,"['Introduction to AI and ML', 'Cloud Computing Security', 'Web Development, Capstone Project']",0
"I am excited to explore the latest advancements in Design, creative thinking, design thinking, computational thinking.","['Waste water treatment', 'Design of Computer & Communication Systems.', 'Design, creative thinking, design thinking, computational thinking']",1
I want to gain hands-on experience in Radiation and Medical Physics.,"['Agricultural Technology', 'Applied Nuclear and Radiation Physics', 'Radiation and Medical Physics']",1
I am interested in learning about Carbon capture in construction materials and its applications.,"['VR & AR', 'Artificial Intelligent and Big Data Analytics', 'Solid and Fluid Mechanics']",0
I am passionate about Prefabrication and want to explore more in this field.,"['Engineers in Society', 'Master thesis compilation', 'Evolutionary Computation and Swarm Intelligence']",0
I am excited to explore the latest advancements in Context-awareness.,"['Nanomaterial Sensors', 'Materials Science', 'Context-awareness']",1
I want to work on projects related to Concrete technology.,"['Heat transfer fluids, phase change materials and energy harvesting', 'Neuroscience', 'Concrete technology']",1
I am fascino collaborate on research in Sustainable Energy & Environmental Sustainability.,"['Radioanalytical techniques for characterisation of media', 'Automated Test and Measurement Systems', 'Sustainable Energy & Environmental Sustainability']",1
I want to bated by Energy harvesting and its potential to solve real-world problems.,"['Analog Electronics Devices', 'Database Management Systems', 'Statistical Analysis']",0
I am fascino collaborate on research in Agricultural Technology.,"['User Experience/ User Interface', 'Research Methods in Science and Technology', 'Logic Design']",0
I am eager tuild a career in Emerging databases.,"['Information Systems and Design', 'Housing planning and Development', 'Emerging databases']",1
I am looking to enhance my skills in Material synthesis.,"['Data Privacy and security', 'Multimedia', 'Material synthesis']",1
I am eager tuild a career in Pharmaceutical Technology.,"['Safety, health and environment management', 'Programming concepts and principles', 'Malware analysis']",0
I am passionate about Battery state estimation and want to explore more in this field.,"['Thermoelectric', 'LiFi and free space optics', 'Radiation effects on cells and tissues']",0
I am fascino collaborate on research in Energy Informatics.,"['Sentiment Analysis', 'Information Security/Privacy', 'Energy Informatics']",1
I want to contribute to innovative solutions in Blended and Collaborative Learning.,"['Sensors and Instrumentation', 'Software Enginnering', 'Blended and Collaborative Learning']",1
I want to work on projects related to Sensors and Instrumentation.,"['CHE2112 Chemical Engineering Laboratory 1', 'Optical sensors and system', 'Sensors and Instrumentation']",1
I want to contribute to innovative solutions in Radiological risks associated with Naturally Occurring Radioactive Materials (NORM).,"['Digital Hardware Design', 'Ubiquitious computing', 'Identification Technology']",0
I am fascino collaborate on research in Mechanical Engineering.,"['Virtual and Modular Electronic Instrumentation and Measurement', 'Corrosion', 'Optical sensors and system']",0
I want to bated by Microprocessor Technology and its potential to solve real-world problems.,"['Software Development and Education Research', 'Hydrogen/ hydrogen isotope splitting', 'Microprocessor Technology']",1
I am interested in learning about Hardware Oriented Computing and its applications.,"['Phase Change Materials', 'GCM5001/ MRM5013/ RSM5010 Research Methodology', 'Hardware Oriented Computing']",1
I am fascino collaborate on research in Cellular-connected drones.,"['Energy policy', 'Big Data Analytics in the Cloud', 'Cellular-connected drones']",1
I am eager tuild a career in Ubiquitious computing.,"['Movement Detection', 'Civil Engineering / water resources management', 'Energy Balance']",0
I want to gain hands-on experience in CHE2112 Chemical Engineering Laboratory 1.,"['Fuel & Combustion', 'Electrochemical Energy storage Devices \xa0(Supercapacitor, Fuel Cell, Batteries)', 'CHE2112 Chemical Engineering Laboratory 1']",1
I am passionate about Wireless Networks / Wireless Communication/ Mobile Cellular Networks and want to explore more in this field.,"['Device-to-Device Communication', 'Geospatial Analysis', 'Wireless Networks / Wireless Communication/ Mobile Cellular Networks']",1
I am looking to enhance my skills in Optoelectronics.,"['WEB1201/ WEB2014 Web Fundamentals', 'Technopreneurship/ Entrepreneurship', 'Dynamic Simulation']",0
I am fascino collaborate on research in Machine learning approaches.,"['Energy Optimization', 'Machine dynamics and synthesis of mechanisms', 'Machine Learning/ Deep Learning']",0
I want to contribute to innovative solutions in Energy & Fuel.,"['Interactive arts / contents design', 'CHE1014 Physical Chemistry', 'Energy & Fuel']",1
I am eager tuild a career in CO2 capture and utilization technology (adsorption process and electrochemical).,"['Sustainable Energy Advancements', 'Electrochemical Conversions', 'CO2 capture and utilization technology (adsorption process and electrochemical)']",1
"I am interested in learning about Digital Signal Processing, Information Theory & Network Coding and its applications.","['Empirical Software Engineering', 'Programming for Engineers', 'Application tools for the Learning Disabilities Children']",0
I am looking to enhance my skills in Fiber Laser.,"['Statistical methods in data science', 'Electrochromic Supercapacitor', 'Nanomaterial for Ultrashort Fiber Laser']",0
I am excited to explore the latest advancements in Energy storage technologies.,"['Radiation Physics, Radiation Protection, Radiation Technology', 'Techno-economic analysis & Circular Economy', 'Energy storage technologies']",1
I am interested in learning about Programming paradigms: functional and object-oriented and its applications.,"['Radiation Physics: Detection and removal of toxic metals in food and environmental samples', 'Research Project', 'Biochemical/ Bioprocess Engineering']",0
I am looking to enhance my skills in Mixed Reality.,"['Digital Logic', 'Separations', 'Solar Thermal Systems']",0
I am interested in learning about Environmental issues such as air pollution and waste management and its applications.,"['Mobile computing', 'Vulnerability Assessment', 'Wireless sensor networks']",0
I am eager tuild a career in Empirical Software Engineering.,"['Business Information System', 'Microprocessor Technology', 'Empirical Software Engineering']",1
I want to bated by Mobile and Web Development and its potential to solve real-world problems.,"['Network architectures and protocols', 'E-Commerce Design', 'Mobile and Web Development']",1
I am looking to enhance my skills in Programming Paradigms.,"['Technology intervention for the Learning Disabilities and Neurodivergent', 'Quantum Computing', 'Thermal Energy Storage']",0
I am excited to explore the latest advancements in Big Data Analytics and Visualization.,"['Community Service for Planetary Health', 'Signal & Systems', 'Big Data Analytics and Visualization']",1
I am excited to explore the latest advancements in Introduction to Statistic.,"['Rubber recycling', 'Wireless Networks / Wireless Communication/ Mobile Cellular Networks', 'Introduction to Statistic']",1
I want to work on projects related to Ethical Hacking and Penetration Testing.,"['Optical Fiber Communications', 'Digital holography and encryption', 'Machine Learning Theory']",0
